Unnamed: 0,study,subj,resp,rt,evidence,absevi,signevi,prevsignevi,prevabsevi,prevsignabsevi,prevresp,prevconf,conf,prevrespconf,accuracy,criterion_fluctuations
9111,Denison_2018,5,1,0.359352132072672,-0.167587292359053,0.167587292359053,-1,-1,0.0456504398868336,-0.0456504398868336,-1,0.67,0.67,-0.67,0,-0.3177468
9112,Denison_2018,5,1,0.292150537992711,-0.101830733804595,0.101830733804595,-1,-1,0.167587292359053,-0.167587292359053,1,0.67,0.34,0.67,0,-0.3112344
9113,Denison_2018,5,0,0.278692374937236,-0.0915547950242485,0.0915547950242485,-1,-1,0.101830733804595,-0.101830733804595,1,0.34,0.67,0.34,1,-0.4002745
9114,Denison_2018,5,0,1.11058513796888,-0.0109009296632105,0.0109009296632105,-1,-1,0.0915547950242485,-0.0915547950242485,-1,0.67,0.67,-0.67,1,-0.4536207
9115,Denison_2018,5,0,0.203593172016554,-0.0985262446382342,0.0985262446382342,-1,-1,0.0109009296632105,-0.0109009296632105,-1,0.67,0.67,-0.67,1,-0.47010937
9116,Denison_2018,5,0,0.159748782985844,0.0368190673859669,0.0368190673859669,1,-1,0.0985262446382342,-0.0985262446382342,-1,0.67,0.67,-0.67,0,-0.47883278
9117,Denison_2018,5,1,0.248330309987068,0.324165452272201,0.324165452272201,1,1,0.0368190673859669,0.0368190673859669,-1,0.67,0.67,-0.67,1,-0.4433403
9118,Denison_2018,5,1,0.287099662004039,0.127100376110359,0.127100376110359,1,1,0.324165452272201,0.324165452272201,1,0.67,0.67,0.67,1,-0.4305197
9119,Denison_2018,5,0,0.315726552973501,0.262580065518115,0.262580065518115,1,1,0.127100376110359,0.127100376110359,1,0.67,0.67,0.67,0,-0.49612382
9120,Denison_2018,5,1,0.271752323955298,0.209345158817733,0.209345158817733,1,1,0.262580065518115,0.262580065518115,-1,0.67,0.67,-0.67,1,-0.45231804
9121,Denison_2018,5,0,0.381547102006152,0.0759591279553707,0.0759591279553707,1,1,0.209345158817733,0.209345158817733,1,0.67,0.67,0.67,0,-0.47294065
